1	9	1
1	27	1
1	41	1
1	44	1
1	57	1
1	77	1
1	126	1
1	179	1
1	204	1
1	209	1
1	404	1
1	509	1
1	612	1
1	689	1
1	785	1
1	824	1
1	829	1
1	851	1
1	933	1
1	938	1
1	944	1
1	960	1
1	970	1
2	39	1
2	56	1
2	93	1
2	129	1
2	173	1
2	192	1
2	208	1
2	274	1
2	323	1
2	362	1
2	375	1
2	379	1
2	415	1
2	451	1
2	536	1
2	607	1
2	651	1
2	661	1
2	680	1
2	705	1
2	763	1
2	855	1
2	924	1
3	18	1
3	46	1
3	52	1
3	53	1
3	73	1
3	93	1
3	99	1
3	101	1
3	202	1
3	321	1
3	353	1
3	384	1
3	462	1
3	468	1
3	479	1
3	649	1
3	710	1
3	780	1
3	783	1
3	936	1
3	957	1
4	8	1
4	14	1
4	48	1
4	50	1
4	58	1
4	82	1
4	170	1
4	171	1
4	177	1
4	229	1
4	273	1
4	515	1
4	549	1
4	553	1
4	606	1
4	746	1
4	816	1
4	849	1
4	914	1
4	950	1
5	7	1
5	31	1
5	40	1
5	105	1
5	143	1
5	172	1
5	201	1
5	210	1
5	219	1
5	225	1
5	314	1
5	429	1
5	548	1
5	772	1
5	811	1
5	821	1
5	853	1
5	873	1
5	920	1
5	994	1
6	34	1
6	38	1
6	47	1
6	54	1
6	99	1
6	287	1
6	302	1
6	423	1
6	517	1
6	544	1
6	561	1
6	592	1
6	665	1
6	690	1
6	710	1
6	913	1
6	975	1
6	981	1
6	997	1
7	164	1
7	178	1
7	208	1
7	215	1
7	264	1
7	269	1
7	281	1
7	282	1
7	505	1
7	625	1
7	655	1
7	676	1
7	682	1
7	688	1
7	765	1
7	780	1
7	854	1
8	13	1
8	20	1
8	85	1
8	104	1
8	113	1
8	154	1
8	171	1
8	210	1
8	241	1
8	259	1
8	299	1
8	434	1
8	527	1
8	735	1
8	806	1
8	863	1
9	57	1
9	65	1
9	111	1
9	166	1
9	170	1
9	243	1
9	312	1
9	330	1
9	334	1
9	345	1
9	351	1
9	397	1
9	768	1
9	839	1
9	971	1
9	981	1
10	16	1
10	21	1
10	27	1
10	47	1
10	49	1
10	125	1
10	153	1
10	221	1
10	254	1
10	305	1
10	315	1
10	366	1
10	377	1
10	405	1
10	640	1
10	789	1
10	823	1
11	59	1
11	112	1
11	144	1
11	189	1
11	190	1
11	220	1
11	224	1
11	283	1
11	391	1
11	401	1
11	445	1
11	514	1
11	635	1
11	674	1
11	805	1
11	869	1
11	892	1
12	67	1
12	218	1
12	272	1
12	276	1
12	366	1
12	445	1
12	447	1
12	608	1
12	618	1
12	630	1
12	647	1
12	687	1
12	738	1
12	758	1
12	888	1
12	911	1
13	20	1
13	38	1
13	85	1
13	108	1
13	113	1
13	171	1
13	190	1
13	241	1
13	248	1
13	259	1
13	438	1
13	761	1
13	777	1
13	794	1
13	1000	1
14	72	1
14	146	1
14	310	1
14	424	1
14	432	1
14	635	1
14	661	1
14	677	1
14	699	1
14	701	1
14	719	1
14	743	1
14	758	1
14	844	1
15	96	1
15	122	1
15	161	1
15	164	1
15	232	1
15	502	1
15	588	1
15	633	1
15	644	1
15	689	1
15	721	1
15	739	1
15	742	1
15	834	1
15	875	1
16	21	1
16	27	1
16	47	1
16	49	1
16	156	1
16	211	1
16	228	1
16	315	1
16	329	1
16	453	1
16	487	1
16	499	1
16	532	1
16	642	1
17	63	1
17	66	1
17	104	1
17	116	1
17	119	1
17	155	1
17	252	1
17	271	1
17	320	1
17	526	1
17	549	1
17	693	1
17	708	1
17	835	1
17	937	1
18	19	1
18	209	1
18	222	1
18	251	1
18	367	1
18	512	1
18	557	1
18	579	1
18	584	1
18	620	1
18	748	1
18	814	1
18	871	1
18	896	1
19	31	1
19	206	1
19	209	1
19	222	1
19	241	1
19	344	1
19	512	1
19	557	1
19	562	1
19	620	1
19	627	1
19	727	1
19	832	1
19	896	1
20	22	1
20	26	1
20	85	1
20	113	1
20	159	1
20	171	1
20	210	1
20	213	1
20	248	1
20	299	1
20	576	1
20	761	1
21	27	1
21	47	1
21	49	1
21	58	1
21	74	1
21	221	1
21	377	1
21	430	1
21	493	1
21	591	1
21	634	1
21	711	1
22	28	1
22	47	1
22	130	1
22	273	1
22	408	1
22	428	1
22	484	1
22	546	1
22	666	1
22	705	1
22	706	1
22	925	1
22	995	1
23	39	1
23	73	1
23	87	1
23	95	1
23	157	1
23	246	1
23	295	1
23	436	1
23	478	1
23	579	1
23	636	1
23	643	1
23	721	1
23	749	1
24	26	1
24	68	1
24	161	1
24	184	1
24	196	1
24	197	1
24	237	1
24	257	1
24	466	1
24	671	1
24	770	1
24	797	1
24	802	1
24	882	1
25	58	1
25	78	1
25	125	1
25	165	1
25	250	1
25	449	1
25	497	1
25	611	1
25	621	1
25	691	1
25	737	1
25	760	1
25	826	1
25	931	1
26	68	1
26	129	1
26	151	1
26	155	1
26	184	1
26	196	1
26	197	1
26	558	1
26	770	1
26	797	1
26	873	1
27	47	1
27	49	1
27	85	1
27	153	1
27	156	1
27	211	1
27	221	1
27	453	1
27	993	1
28	88	1
28	101	1
28	152	1
28	169	1
28	308	1
28	321	1
28	383	1
28	448	1
28	564	1
28	569	1
28	744	1
28	754	1
29	62	1
29	138	1
29	141	1
29	200	1
29	234	1
29	293	1
29	370	1
29	420	1
29	576	1
29	714	1
29	736	1
29	872	1
29	898	1
30	44	1
30	83	1
30	96	1
30	106	1
30	108	1
30	261	1
30	262	1
30	279	1
30	291	1
30	312	1
30	362	1
30	444	1
30	535	1
31	40	1
31	105	1
31	121	1
31	413	1
31	526	1
31	534	1
31	556	1
31	573	1
31	769	1
31	821	1
31	858	1
32	84	1
32	100	1
32	106	1
32	118	1
32	141	1
32	216	1
32	219	1
32	315	1
32	341	1
32	653	1
32	813	1
32	940	1
33	75	1
33	90	1
33	108	1
33	110	1
33	154	1
33	228	1
33	240	1
33	255	1
33	286	1
33	292	1
33	420	1
33	949	1
34	146	1
34	257	1
34	268	1
34	443	1
34	452	1
34	628	1
34	697	1
34	707	1
34	953	1
34	962	1
35	136	1
35	180	1
35	185	1
35	235	1
35	358	1
35	501	1
35	529	1
35	585	1
35	809	1
35	815	1
35	900	1
36	41	1
36	45	1
36	150	1
36	166	1
36	181	1
36	490	1
36	525	1
36	663	1
36	729	1
36	951	1
36	969	1
37	46	1
37	51	1
37	70	1
37	80	1
37	159	1
37	244	1
37	307	1
37	446	1
37	852	1
37	976	1
37	987	1
38	147	1
38	172	1
38	176	1
38	182	1
38	247	1
38	376	1
38	879	1
38	952	1
38	999	1
39	56	1
39	102	1
39	129	1
39	173	1
39	379	1
39	384	1
39	489	1
39	695	1
39	702	1
40	61	1
40	105	1
40	142	1
40	143	1
40	219	1
40	769	1
40	805	1
40	824	1
40	994	1
41	135	1
41	181	1
41	194	1
41	592	1
41	631	1
41	663	1
41	729	1
41	732	1
41	859	1
42	64	1
42	97	1
42	112	1
42	415	1
42	426	1
42	437	1
42	650	1
42	652	1
42	671	1
42	781	1
42	785	1
43	61	1
43	107	1
43	117	1
43	158	1
43	236	1
43	422	1
43	575	1
43	693	1
43	733	1
43	865	1
43	877	1
44	74	1
44	77	1
44	126	1
44	169	1
44	204	1
44	394	1
44	571	1
44	600	1
44	851	1
45	102	1
45	231	1
45	266	1
45	298	1
45	368	1
45	454	1
45	524	1
45	641	1
45	848	1
45	904	1
46	51	1
46	70	1
46	103	1
46	159	1
46	396	1
46	463	1
46	580	1
46	898	1
46	988	1
47	156	1
47	254	1
47	318	1
47	385	1
47	711	1
48	164	1
48	215	1
48	264	1
48	269	1
48	281	1
48	460	1
48	655	1
48	676	1
48	767	1
48	929	1
49	211	1
49	292	1
49	324	1
