30	1
50	1
27	1
52	1
29	1
31	1
37	1
17	1
6	1
3	1
48	1
56	1
17	1
38	1
21	1
3	1
54	1
51	1
51	1
17	1
3	1
35	1
53	1
20	1
43	1
20	1
3	1
59	1
11	1
10	1
29	1
26	1
23	1
41	1
40	1
49	1
5	1
18	1
50	1
29	1
49	1
33	1
39	1
30	1
8	1
5	1
3	1
37	1
3	1
52	1
5	1
16	1
19	1
42	1
25	1
50	1
6	1
43	1
48	1
16	1
39	1
11	1
54	1
55	1
6	1
54	1
56	1
20	1
2	1
5	1
26	1
38	1
53	1
7	1
23	1
13	1
30	1
43	1
25	1
18	1
42	1
8	1
10	1
26	1
17	1
46	1
59	1
59	1
5	1
21	1
18	1
19	1
14	1
44	1
53	1
10	1
26	1
22	1
31	1
26	1
59	1
8	1
5	1
54	1
29	1
26	1
39	1
23	1
5	1
23	1
28	1
48	1
17	1
44	1
5	1
54	1
39	1
26	1
54	1
25	1
29	1
21	1
57	1
24	1
43	1
30	1
25	1
12	1
50	1
35	1
18	1
22	1
22	1
4	1
49	1
40	1
24	1
11	1
34	1
46	1
11	1
26	1
29	1
48	1
18	1
38	1
18	1
22	1
23	1
49	1
58	1
59	1
3	1
23	1
54	1
3	1
53	1
39	1
5	1
8	1
21	1
15	1
37	1
37	1
43	1
49	1
39	1
12	1
59	1
6	1
17	1
18	1
50	1
18	1
11	1
18	1
52	1
37	1
46	1
40	1
49	1
22	1
47	1
20	1
40	1
25	1
24	1
32	1
48	1
48	1
36	1
50	1
45	1
49	1
55	1
20	1
20	1
57	1
12	1
11	1
29	1
36	1
11	1
30	1
8	1
51	1
23	1
50	1
51	1
17	1
3	1
48	1
23	1
22	1
37	1
26	1
21	1
56	1
29	1
48	1
3	1
51	1
10	1
5	1
29	1
58	1
23	1
23	1
13	1
9	1
8	1
21	1
44	1
44	1
40	1
39	1
57	1
25	1
15	1
14	1
17	1
7	1
6	1
5	1
22	1
53	1
18	1
17	1
24	1
43	1
18	1
9	1
4	1
3	1
23	1
18	1
41	1
45	1
17	1
13	1
10	1
10	1
12	1
37	1
23	1
8	1
5	1
41	1
37	1
23	1
54	1
56	1
35	1
50	1
26	1
56	1
14	1
5	1
10	1
43	1
37	1
37	1
48	1
8	1
11	1
23	1
31	1
28	1
42	1
57	1
10	1
23	1
11	1
5	1
53	1
14	1
15	1
8	1
17	1
18	1
18	1
31	1
14	1
24	1
3	1
9	1
5	1
59	1
43	1
38	1
28	1
10	1
14	1
29	1
3	1
46	1
45	1
3	1
22	1
54	1
27	1
21	1
50	1
18	1
32	1
3	1
1	1
19	1
9	1
6	1
23	1
58	1
42	1
6	1
19	1
25	1
25	1
57	1
26	1
59	1
26	1
18	1
13	1
51	1
6	1
36	1
5	1
22	1
7	1
1	1
6	1
47	1
27	1
26	1
13	1
36	1
37	1
40	1
10	1
14	1
59	1
10	1
39	1
40	1
7	1
56	1
51	1
8	1
19	1
11	1
11	1
34	1
2	1
47	1
50	1
18	1
3	1
46	1
50	1
34	1
42	1
44	1
11	1
50	1
3	1
22	1
57	1
42	1
44	1
34	1
48	1
16	1
1	1
26	1
13	1
5	1
6	1
14	1
32	1
26	1
48	1
2	1
9	1
2	1
58	1
29	1
15	1
35	1
44	1
14	1
4	1
6	1
4	1
42	1
33	1
22	1
48	1
24	1
50	1
23	1
46	1
39	1
31	1
14	1
8	1
33	1
58	1
8	1
29	1
3	1
10	1
38	1
32	1
18	1
2	1
53	1
33	1
48	1
36	1
22	1
40	1
19	1
41	1
10	1
48	1
5	1
38	1
59	1
43	1
11	1
50	1
41	1
3	1
8	1
4	1
42	1
50	1
45	1
25	1
11	1
48	1
18	1
5	1
22	1
1	1
20	1
11	1
27	1
18	1
45	1
10	1
8	1
2	1
58	1
29	1
14	1
42	1
53	1
27	1
7	1
42	1
53	1
22	1
35	1
26	1
15	1
3	1
28	1
50	1
49	1
14	1
6	1
3	1
1	1
16	1
3	1
43	1
26	1
3	1
33	1
44	1
21	1
23	1
28	1
37	1
5	1
1	1
23	1
36	1
56	1
26	1
51	1
32	1
48	1
52	1
44	1
31	1
59	1
2	1
46	1
8	1
42	1
59	1
8	1
52	1
54	1
17	1
16	1
54	1
2	1
56	1
41	1
25	1
29	1
10	1
50	1
44	1
42	1
28	1
48	1
5	1
5	1
11	1
42	1
40	1
35	1
4	1
29	1
52	1
13	1
3	1
39	1
52	1
6	1
24	1
29	1
51	1
20	1
13	1
26	1
31	1
51	1
39	1
59	1
14	1
14	1
15	1
25	1
59	1
18	1
12	1
39	1
29	1
21	1
39	1
11	1
24	1
18	1
53	1
28	1
23	1
47	1
23	1
51	1
40	1
6	1
42	1
21	1
5	1
39	1
59	1
49	1
42	1
1	1
52	1
11	1
36	1
12	1
29	1
25	1
13	1
58	1
14	1
48	1
5	1
52	1
50	1
56	1
12	1
25	1
25	1
30	1
4	1
55	1
13	1
22	1
42	1
56	1
25	1
51	1
43	1
42	1
23	1
53	1
37	1
39	1
52	1
41	1
47	1
56	1
49	1
22	1
21	1
3	1
38	1
53	1
28	1
25	1
13	1
3	1
8	1
3	1
53	1
21	1
22	1
40	1
9	1
21	1
47	1
33	1
50	1
33	1
26	1
24	1
37	1
11	1
54	1
16	1
40	1
19	1
50	1
2	1
49	1
13	1
31	1
35	1
44	1
52	1
25	1
44	1
20	1
12	1
13	1
55	1
14	1
37	1
29	1
36	1
22	1
50	1
2	1
37	1
4	1
39	1
55	1
23	1
56	1
24	1
21	1
31	1
43	1
58	1
54	1
59	1
50	1
53	1
41	1
22	1
38	1
58	1
38	1
50	1
2	1
16	1
35	1
35	1
47	1
54	1
7	1
31	1
3	1
4	1
46	1
11	1
12	1
50	1
1	1
53	1
14	1
21	1
21	1
16	1
40	1
44	1
24	1
15	1
51	1
22	1
49	1
23	1
26	1
25	1
59	1
52	1
17	1
11	1
43	1
56	1
21	1
55	1
34	1
21	1
38	1
59	1
8	1
52	1
4	1
51	1
53	1
2	1
9	1
42	1
40	1
59	1
26	1
12	1
54	1
56	1
25	1
43	1
17	1
48	1
54	1
8	1
37	1
22	1
12	1
6	1
29	1
20	1
53	1
29	1
15	1
47	1
14	1
42	1
17	1
4	1
22	1
27	1
33	1
13	1
27	1
24	1
33	1
3	1
34	1
58	1
48	1
23	1
49	1
32	1
40	1
17	1
8	1
23	1
20	1
11	1
34	1
18	1
31	1
20	1
14	1
44	1
29	1
17	1
39	1
11	1
40	1
7	1
29	1
14	1
26	1
51	1
40	1
25	1
5	1
36	1
19	1
6	1
29	1
44	1
3	1
29	1
6	1
43	1
55	1
14	1
40	1
26	1
43	1
51	1
48	1
25	1
54	1
7	1
59	1
14	1
6	1
18	1
32	1
57	1
32	1
25	1
23	1
48	1
44	1
8	1
52	1
9	1
30	1
5	1
29	1
37	1
50	1
5	1
43	1
29	1
49	1
45	1
44	1
14	1
17	1
39	1
39	1
14	1
18	1
2	1
48	1
47	1
51	1
11	1
29	1
16	1
21	1
32	1
39	1
11	1
18	1
50	1
22	1
34	1
5	1
4	1
48	1
34	1
32	1
56	1
48	1
16	1
57	1
48	1
26	1
18	1
9	1
51	1
55	1
11	1
22	1
40	1
55	1
38	1
41	1
23	1
53	1
45	1
11	1
46	1
41	1
7	1
56	1
18	1
31	1
14	1
14	1
33	1
53	1
40	1
45	1
29	1
22	1
54	1
26	1
50	1
35	1
9	1
39	1
5	1
37	1
25	1
39	1
14	1
30	1
49	1
7	1
4	1
54	1
14	1
24	1
26	1
55	1
49	1
9	1
30	1
48	1
40	1
15	1
14	1
14	1
52	1
49	1
18	1
41	1
18	1
36	1
12	1
9	1
27	1
15	1
30	1
14	1
41	1
46	1
23	1
48	1
32	1
37	1
23	1
49	1
30	1
6	1
40	1
6	1
42	1
31	1
6	1
9	1
20	1
18	1
29	1
6	1
41	1
29	1
44	1
48	1
13	1
5	1
5	1
53	1
25	1
45	1
41	1
3	1
29	1
35	1
42	1
45	1
40	1
18	1
17	1
21	2
4	2
29	2
36	2
25	2
0	2
30	2
9	2
21	2
2	2
34	2
0	2
16	2
0	2
9	2
21	2
0	2
33	2
0	2
16	2
2	2
25	2
43	2
16	2
9	2
11	2
0	2
45	2
10	2
0	2
22	2
16	2
14	2
31	2
0	2
0	2
4	2
6	2
37	2
0	2
0	2
1	2
31	2
23	2
0	2
4	2
21	2
16	2
2	2
38	2
32	2
0	2
0	2
0	2
24	2
37	2
21	2
26	2
34	2
13	2
31	2
31	2
0	2
0	2
5	2
41	2
38	2
16	2
8	2
4	2
16	2
10	2
30	2
6	2
28	2
11	2
21	2
36	2
22	2
21	2
0	2
0	2
9	2
16	2
31	2
38	2
43	2
45	2
39	2
18	2
0	2
0	2
12	2
0	2
33	2
24	2
34	2
27	2
0	2
29	2
45	2
25	2
0	2
41	2
25	2
0	2
0	2
0	2
19	2
14	2
24	2
34	2
34	2
25	2
4	2
45	2
31	2
34	2
44	2
25	2
25	2
22	2
7	2
19	2
0	2
27	2
32	2
20	2
14	2
7	2
0	2
26	2
26	2
18	2
39	2
0	2
0	2
5	2
0	2
0	2
10	2
22	2
23	2
43	2
6	2
18	2
6	2
26	2
28	2
0	2
0	2
0	2
12	2
29	2
41	2
21	2
4	2
31	2
4	2
1	2
15	2
0	2
0	2
30	2
38	2
39	2
0	2
30	2
45	2
23	2
30	2
6	2
37	2
0	2
0	2
0	2
0	2
30	2
10	2
0	2
0	2
26	2
36	2
0	2
30	2
31	2
19	2
30	2
30	2
42	2
35	2
44	2
36	2
39	2
39	2
32	2
42	2
42	2
0	2
0	2
15	2
36	2
17	2
0	2
9	2
29	2
20	2
16	2
38	2
16	2
30	2
34	2
8	2
26	2
0	2
19	2
0	2
45	2
26	2
20	2
9	2
0	2
9	2
4	2
25	2
9	2
14	2
28	2
11	2
0	2
9	2
22	2
40	2
34	2
30	2
0	2
42	2
24	2
6	2
12	2
0	2
6	2
5	2
24	2
0	2
33	2
6	2
1	2
19	2
36	2
0	2
19	2
29	2
21	2
28	2
6	2
32	2
35	2
1	2
11	2
9	2
0	2
8	2
29	2
20	2
15	2
11	2
0	2
30	2
4	2
17	2
36	2
0	2
12	2
0	2
0	2
12	2
11	2
0	2
0	2
0	2
30	2
0	2
7	2
10	2
0	2
0	2
0	2
32	2
45	2
9	2
14	2
26	2
26	2
33	2
12	2
36	2
9	2
1	2
0	2
6	2
18	2
0	2
0	2
0	2
35	2
4	2
45	2
38	2
26	2
0	2
0	2
12	2
16	2
21	2
12	2
35	2
12	2
18	2
0	2
41	2
0	2
26	2
0	2
0	2
2	2
16	2
15	2
0	2
21	2
28	2
44	2
32	2
21	2
15	2
31	2
33	2
43	2
33	2
43	2
19	2
0	2
16	2
29	2
23	2
41	2
4	2
26	2
0	2
16	2
24	2
38	2
8	2
34	2
0	2
27	2
0	2
30	2
0	2
0	2
45	2
6	2
0	2
0	2
0	2
38	2
44	2
7	2
15	2
10	2
18	2
0	2
1	2
17	2
38	2
0	2
12	2
29	2
37	2
32	2
0	2
41	2
10	2
44	2
2	2
26	2
44	2
32	2
40	2
16	2
41	2
13	2
0	2
0	2
11	2
4	2
0	2
0	2
29	2
16	2
0	2
1	2
8	2
1	2
29	2
0	2
6	2
29	2
40	2
12	2
0	2
45	2
12	2
37	2
32	2
26	2
34	2
13	2
31	2
7	2
29	2
0	2
0	2
0	2
9	2
0	2
45	2
7	2
37	2
21	2
9	2
28	2
1	2
21	2
0	2
33	2
32	2
30	2
27	2
26	2
11	2
15	2
35	2
9	2
29	2
37	2
0	2
45	2
0	2
0	2
37	2
1	2
2	2
7	2
4	2
32	2
37	2
6	2
0	2
0	2
43	2
23	2
4	2
0	2
0	2
16	2
17	2
29	2
6	2
13	2
5	2
0	2
42	2
41	2
15	2
0	2
0	2
0	2
3	2
6	2
32	2
8	2
17	2
25	2
0	2
15	2
2	2
9	2
37	2
23	2
12	2
0	2
2	2
16	2
13	2
21	2
0	2
34	2
2	2
0	2
40	2
0	2
33	2
29	2
30	2
0	2
16	2
28	2
35	2
45	2
16	2
45	2
0	2
0	2
0	2
32	2
0	2
0	2
1	2
0	2
9	2
37	2
45	2
34	2
36	2
41	2
1	2
13	2
41	2
1	2
45	2
31	2
9	2
25	2
9	2
42	2
40	2
37	2
25	2
22	2
33	2
0	2
10	2
17	2
29	2
0	2
29	2
0	2
45	2
0	2
0	2
0	2
22	2
21	2
32	2
25	2
38	2
16	2
11	2
34	2
18	2
38	2
31	2
3	2
12	2
17	2
3	2
9	2
0	2
6	2
20	2
0	2
25	2
22	2
9	2
18	2
16	2
17	2
33	2
24	2
27	2
0	2
14	2
38	2
29	2
5	2
37	2
1	2
4	2
22	2
0	2
39	2
32	2
1	2
17	2
0	2
27	2
30	2
0	2
9	2
0	2
41	2
12	2
0	2
4	2
36	2
20	2
38	2
20	2
9	2
0	2
